ubid,canonical_business_name,canonical_address,district,pin_code,business_type,business_category,activity_status,confidence,source_record_count,linked_departments,created_at,last_activity_date,audit_policy,entity_id_ground_truth
KA-BLRU-560058-000248,Veda Precision Company,"No 268, D 1st Cross, Peenya Industrial Area, Bengaluru Urban, Karnataka - 560058",Bengaluru Urban,560058,Machine Tools,Manufacturing,ACTIVE,99,5,FACTORY|GST|KSPCB|LABOUR|UDYAM,2026-04-19,2025-12-19,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00248
KA-BLRU-560066-000249,Deccan Precision Co,"No 182, C Service Road, Whitefield Main Road, Bengaluru Urban, Karnataka - 560066",Bengaluru Urban,560066,Machine Tools,Manufacturing,ACTIVE,92,6,BBMP|FACTORY|GST|KSPCB|SHOP|UDYAM,2026-04-08,2026-03-13,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00249
KA-BLRU-560064-000250,Aarohi Graphics Solutions,"No 103, C 3rd Phase, Yelahanka, Bengaluru Urban, Karnataka - 560064",Bengaluru Urban,560064,Printing / Packaging,Manufacturing,DORMANT,99,3,GST|LABOUR|SHOP,2026-04-16,2025-02-19,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00250
KA-BLRU-560102-000251,Prakruthi Clinic Pvt Ltd,"No 125, B Behind Metro, HSR Layout, Bengaluru Urban, Karnataka - 560102",Bengaluru Urban,560102,Pharmacy / Medical Retail,Retail,ACTIVE,94,4,BBMP|GST|LABOUR|SHOP,2026-03-22,2026-04-16,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00251
KA-BLRU-560068-000252,Sree Pharma Pvt Ltd,"No 275, B 3rd Phase, Bommanahalli, Bengaluru Urban, Karnataka - 560068",Bengaluru Urban,560068,Pharmacy / Medical Retail,Retail,ACTIVE,94,4,BBMP|GST|SHOP|UDYAM,2026-04-08,2025-11-19,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00252
KA-BLRR-561203-000253,Bangalore LLP,"No 227, A Service Road, Doddaballapura, Bengaluru Rural, Karnataka - 561203",Bengaluru Rural,561203,Pharmacy / Medical Retail,Retail,ACTIVE,89,3,BBMP|GST|SHOP,2026-04-01,2025-10-02,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00253
KA-MYS-570016-000254,Srinidhi LLP,"No 267, Shed Near Bus Stop, Hebbal Industrial Area, Mysuru, Karnataka - 570016",Mysuru,570016,Restaurant / Cafe,Service,DORMANT,82,4,BBMP|GST|SHOP|UDYAM,2026-04-20,2024-11-18,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00254
KA-BLRU-560058-000255,Sharma LLP,"No 190, Plot Industrial Layout, Peenya Industrial Area, Bengaluru Urban, Karnataka - 560058",Bengaluru Urban,560058,Food Processing,Manufacturing,ACTIVE,99,5,BBMP|FACTORY|GST|KSPCB|LABOUR,2026-04-15,2025-08-24,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00255
KA-BLRR-562114-000256,Navya Mold LLP,"No 234, B 1st Cross, Hoskote, Bengaluru Rural, Karnataka - 562114",Bengaluru Rural,562114,Plastic Moulding,Manufacturing,ACTIVE,99,5,FACTORY|KSPCB|LABOUR|SHOP|UDYAM,2026-04-03,2026-01-05,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00256
KA-BLRU-560064-000257,Siddhi Enterprises,"No 73, Plot Sector, Yelahanka, Bengaluru Urban, Karnataka - 560064",Bengaluru Urban,560064,Logistics / Warehouse,Service,ACTIVE,89,3,BBMP|FACTORY|SHOP,2026-03-28,2025-07-25,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00257
KA-BLRU-560078-000258,Vijaya Industries Works,"No 15, Shed 3rd Phase, Jayanagar, Bengaluru Urban, Karnataka - 560078",Bengaluru Urban,560078,Machine Tools,Manufacturing,ACTIVE,99,5,FACTORY|GST|KSPCB|LABOUR|UDYAM,2026-04-01,2025-09-23,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00258
KA-BLRU-560076-000259,Veda Logistics Works,"No 252, B 3rd Phase, Bannerghatta Road, Bengaluru Urban, Karnataka - 560076",Bengaluru Urban,560076,Logistics / Warehouse,Service,ACTIVE,99,3,BBMP|LABOUR|SHOP,2026-03-20,2025-12-12,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00259
KA-BLRU-560066-000260,Siddhi Packaging Enterprises,"No 180, Plot Main Road, Whitefield Main Road, Bengaluru Urban, Karnataka - 560066",Bengaluru Urban,560066,Printing / Packaging,Manufacturing,ACTIVE,77,3,GST|KSPCB|SHOP,2026-04-26,2026-01-21,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00260
KA-BLRU-560029-000261,Veda Print Enterprises,"No 4, B Near Bus Stop, BTM Layout, Bengaluru Urban, Karnataka - 560029",Bengaluru Urban,560029,Printing / Packaging,Manufacturing,ACTIVE,99,5,FACTORY|GST|KSPCB|SHOP|UDYAM,2026-03-23,2026-01-25,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00261
KA-BLRR-562114-000262,Meghana Spices LLP,"No 102, Industrial Layout, Hoskote, Bengaluru Rural, Karnataka - 562114",Bengaluru Rural,562114,Food Processing,Manufacturing,ACTIVE,82,4,BBMP|KSPCB|SHOP|UDYAM,2026-03-15,2026-02-25,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00262
KA-MYS-570001-000263,Aditya Polymers Associates,"No 95, Plot Main Road, Devaraja Mohalla, Mysuru, Karnataka - 570001",Mysuru,570001,Plastic Moulding,Manufacturing,ACTIVE,99,5,FACTORY|GST|KSPCB|LABOUR|SHOP,2026-05-03,2026-02-28,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00263
KA-BLRU-560066-000264,Veda Coatings Solutions,"No 22, D 2nd Main, Whitefield Main Road, Bengaluru Urban, Karnataka - 560066",Bengaluru Urban,560066,Chemical Blending,Manufacturing,ACTIVE,94,4,FACTORY|GST|KSPCB|UDYAM,2026-04-30,2026-03-16,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00264
KA-BLRR-562114-000265,Sharma Textiles Pvt Ltd,"No 67, D Industrial Layout, Hoskote, Bengaluru Rural, Karnataka - 562114",Bengaluru Rural,562114,Textile / Garments,Manufacturing,CLOSED,72,2,BBMP|LABOUR,2026-03-14,2023-04-03,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00265
KA-BLRU-560102-000266,Sree Print Co,"No 106, A Behind Metro, HSR Layout, Bengaluru Urban, Karnataka - 560102",Bengaluru Urban,560102,Printing / Packaging,Manufacturing,ACTIVE,99,6,BBMP|FACTORY|GST|KSPCB|SHOP|UDYAM,2026-03-13,2025-07-05,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00266
KA-BLRR-562157-000267,Harsha Meals Industries,"No 284, B Industrial Layout, Bagalur, Bengaluru Rural, Karnataka - 562157",Bengaluru Rural,562157,Restaurant / Cafe,Service,ACTIVE,99,3,BBMP|GST|LABOUR,2026-04-16,2026-03-30,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00267
KA-BLRU-560066-000268,Vijaya Moulding Solutions,"No 117, Sector, Whitefield Main Road, Bengaluru Urban, Karnataka - 560066",Bengaluru Urban,560066,Plastic Moulding,Manufacturing,ACTIVE,99,6,FACTORY|GST|KSPCB|LABOUR|SHOP|UDYAM,2026-04-02,2026-02-27,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00268
KA-BLRU-560066-000269,Nisarga Printers Pvt Ltd,"No 209, B 1st Cross, Whitefield Main Road, Bengaluru Urban, Karnataka - 560066",Bengaluru Urban,560066,Printing / Packaging,Manufacturing,DORMANT,94,4,BBMP|GST|LABOUR|SHOP,2026-04-12,2024-12-07,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00269
KA-BLRU-560058-000270,Ananya Cafe Enterprises,"No 244, Shed 3rd Phase, Peenya Industrial Area, Bengaluru Urban, Karnataka - 560058",Bengaluru Urban,560058,Restaurant / Cafe,Service,DORMANT,99,4,BBMP|GST|LABOUR|SHOP,2026-04-15,2024-12-28,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00270
KA-BLRU-560066-000271,Bangalore Traders,"No 249, A Industrial Layout, Whitefield Main Road, Bengaluru Urban, Karnataka - 560066",Bengaluru Urban,560066,Pharmacy / Medical Retail,Retail,DORMANT,94,4,BBMP|GST|SHOP|UDYAM,2026-05-01,2024-01-24,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00271
KA-BLRU-560034-000272,Ganesh Care Company,"No 290, B 3rd Phase, Koramangala, Bengaluru Urban, Karnataka - 560034",Bengaluru Urban,560034,Pharmacy / Medical Retail,Retail,ACTIVE,99,4,BBMP|GST|SHOP|UDYAM,2026-04-07,2026-04-01,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00272
KA-BLRU-560043-000273,Mysore Industries,"No 8, Plot Near Bus Stop, Kalyan Nagar, Bengaluru Urban, Karnataka - 560043",Bengaluru Urban,560043,Food Processing,Manufacturing,DORMANT,99,4,GST|KSPCB|SHOP|UDYAM,2026-03-07,2023-12-09,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00273
KA-BLRR-562114-000274,Omkar Cafe Industries,"No 289, B 3rd Phase, Hoskote, Bengaluru Rural, Karnataka - 562114",Bengaluru Rural,562114,Restaurant / Cafe,Service,ACTIVE,99,3,BBMP|GST|SHOP,2026-03-05,2025-08-26,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00274
KA-TUM-572106-000275,Harsha Works,"No 282, D Extension, Antharasanahalli Industrial Area, Tumakuru, Karnataka - 572106",Tumakuru,572106,Food Processing,Manufacturing,ACTIVE,82,4,FACTORY|GST|KSPCB|SHOP,2026-03-16,2025-07-09,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00275
KA-BLRU-560029-000276,Omkar Mold Traders,"No 60, A 1st Cross, BTM Layout, Bengaluru Urban, Karnataka - 560029",Bengaluru Urban,560029,Plastic Moulding,Manufacturing,ACTIVE,99,6,FACTORY|GST|KSPCB|LABOUR|SHOP|UDYAM,2026-03-22,2026-04-18,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00276
KA-BLRU-560037-000277,Bharath Clinic Associates,"No 152, Shed 3rd Phase, Whitefield, Bengaluru Urban, Karnataka - 560037",Bengaluru Urban,560037,Pharmacy / Medical Retail,Retail,ACTIVE,84,2,BBMP|SHOP,2026-03-07,2025-06-10,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00277
KA-BLRU-560043-000278,Asha CNC LLP,"No 90, A Industrial Layout, Kalyan Nagar, Bengaluru Urban, Karnataka - 560043",Bengaluru Urban,560043,Machine Tools,Manufacturing,ACTIVE,99,5,FACTORY|GST|KSPCB|SHOP|UDYAM,2026-05-04,2025-07-14,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00278
KA-BLRU-560076-000279,Varun Traders,"No 9, B 3rd Phase, Bannerghatta Road, Bengaluru Urban, Karnataka - 560076",Bengaluru Urban,560076,Pharmacy / Medical Retail,Retail,DORMANT,84,2,GST|SHOP,2026-03-22,2024-08-07,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00279
KA-MYS-570016-000280,Nandi Meals Enterprises,"No 47, C 3rd Phase, Hebbal Industrial Area, Mysuru, Karnataka - 570016",Mysuru,570016,Restaurant / Cafe,Service,ACTIVE,99,3,BBMP|GST|SHOP,2026-03-15,2025-08-20,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00280
KA-BLRR-562157-000281,Navya Garments Works,"No 71, A Sector, Bagalur, Bengaluru Rural, Karnataka - 562157",Bengaluru Rural,562157,Textile / Garments,Manufacturing,ACTIVE,89,3,BBMP|GST|UDYAM,2026-03-20,2026-01-31,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00281
KA-MYS-570016-000282,Omkar Coatings Pvt Ltd,"No 22, D Main Road, Hebbal Industrial Area, Mysuru, Karnataka - 570016",Mysuru,570016,Chemical Blending,Manufacturing,ACTIVE,99,4,GST|KSPCB|LABOUR|UDYAM,2026-04-30,2025-05-06,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00282
KA-BLRU-560024-000283,Aditya Meds Co,"No 110, C Behind Metro, Hebbal, Bengaluru Urban, Karnataka - 560024",Bengaluru Urban,560024,Pharmacy / Medical Retail,Retail,ACTIVE,94,4,BBMP|GST|LABOUR|SHOP,2026-03-10,2026-04-22,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00283
KA-MYS-570001-000284,Prakruthi Packaging Enterprises,"No 45, Plot Extension, Devaraja Mohalla, Mysuru, Karnataka - 570001",Mysuru,570001,Printing / Packaging,Manufacturing,ACTIVE,99,6,BBMP|FACTORY|GST|KSPCB|LABOUR|SHOP,2026-03-23,2025-09-21,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00284
KA-BLRU-560059-000285,Ananya Chem Industries,"No 221, B 3rd Phase, Rajajinagar Industrial Suburb, Bengaluru Urban, Karnataka - 560059",Bengaluru Urban,560059,Chemical Blending,Manufacturing,ACTIVE,99,4,GST|KSPCB|LABOUR|UDYAM,2026-04-19,2026-01-04,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00285
KA-BLRU-560064-000286,Harsha Works,"No 274, Plot Sector, Yelahanka, Bengaluru Urban, Karnataka - 560064",Bengaluru Urban,560064,Food Processing,Manufacturing,ACTIVE,99,6,FACTORY|GST|KSPCB|LABOUR|SHOP|UDYAM,2026-04-01,2026-04-08,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00286
KA-BLRU-560043-000287,Prakruthi Packaging Works,"No 107, D 3rd Phase, Kalyan Nagar, Bengaluru Urban, Karnataka - 560043",Bengaluru Urban,560043,Restaurant / Cafe,Service,ACTIVE,87,5,BBMP|GST|LABOUR|SHOP|UDYAM,2026-03-19,2026-02-24,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00287
KA-BLRU-560076-000288,Nandi Moulding Company,"No 200, Shed Industrial Layout, Bannerghatta Road, Bengaluru Urban, Karnataka - 560076",Bengaluru Urban,560076,Plastic Moulding,Manufacturing,ACTIVE,87,5,FACTORY|GST|KSPCB|SHOP|UDYAM,2026-04-03,2025-08-23,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00288
KA-BLRU-560076-000289,Aarohi Bakery Associates,"No 14, Shed Behind Metro, Bannerghatta Road, Bengaluru Urban, Karnataka - 560076",Bengaluru Urban,560076,Food Processing,Manufacturing,ACTIVE,87,5,BBMP|GST|LABOUR|SHOP|UDYAM,2026-03-28,2025-05-17,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00289
KA-BLRU-560068-000290,Deccan Tools Traders,"No 214, B 2nd Main, Bommanahalli, Bengaluru Urban, Karnataka - 560068",Bengaluru Urban,560068,Machine Tools,Manufacturing,ACTIVE,87,5,FACTORY|GST|KSPCB|SHOP|UDYAM,2026-04-17,2026-01-11,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00290
KA-BLRR-562110-000291,Lakshmi Meds Pvt Ltd,"No 279, Shed 1st Cross, Devanahalli, Bengaluru Rural, Karnataka - 562110",Bengaluru Rural,562110,Pharmacy / Medical Retail,Retail,DORMANT,99,3,GST|SHOP|UDYAM,2026-04-22,2025-03-29,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00291
KA-BLRU-560100-000292,Udupi Health Works,"No 16, C Service Road, Electronic City, Bengaluru Urban, Karnataka - 560100",Bengaluru Urban,560100,Pharmacy / Medical Retail,Retail,DORMANT,77,3,BBMP|GST|SHOP,2026-03-27,2024-04-16,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00292
KA-BLRU-560076-000293,Siddhi Works Enterprises,"No 7, C Main Road, Bannerghatta Road, Bengaluru Urban, Karnataka - 560076",Bengaluru Urban,560076,Machine Tools,Manufacturing,ACTIVE,99,6,FACTORY|GST|KSPCB|LABOUR|SHOP|UDYAM,2026-04-23,2025-12-05,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00293
KA-BLRR-561203-000294,Nandi Tools Co,"No 158, Industrial Layout, Doddaballapura, Bengaluru Rural, Karnataka - 561203",Bengaluru Rural,561203,Machine Tools,Manufacturing,ACTIVE,99,4,BBMP|FACTORY|LABOUR|UDYAM,2026-04-17,2025-09-21,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00294
KA-BLRU-560024-000295,Lakshmi Kitchen Pvt Ltd,"No 91, A 1st Cross, Hebbal, Bengaluru Urban, Karnataka - 560024",Bengaluru Urban,560024,Restaurant / Cafe,Service,ACTIVE,99,4,BBMP|GST|SHOP|UDYAM,2026-03-07,2026-03-09,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00295
KA-BLRU-560058-000296,Veda Apparels Company,"No 235, Behind Metro, Peenya Industrial Area, Bengaluru Urban, Karnataka - 560058",Bengaluru Urban,560058,Textile / Garments,Manufacturing,ACTIVE,77,3,BBMP|KSPCB|LABOUR,2026-03-13,2025-09-26,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00296
KA-BLRU-560068-000297,Mysore Health Industries,"No 234, Shed Near Bus Stop, Bommanahalli, Bengaluru Urban, Karnataka - 560068",Bengaluru Urban,560068,Pharmacy / Medical Retail,Retail,ACTIVE,99,4,GST|LABOUR|SHOP|UDYAM,2026-03-27,2025-12-27,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00297
KA-TUM-572106-000298,Aditya Works,"No 211, A 1st Cross, Antharasanahalli Industrial Area, Tumakuru, Karnataka - 572106",Tumakuru,572106,Restaurant / Cafe,Service,CLOSED,72,2,GST|SHOP,2026-04-24,2025-05-17,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00298
KA-BLRU-560078-000299,Srinidhi Press Works,"No 262, Industrial Layout, Jayanagar, Bengaluru Urban, Karnataka - 560078",Bengaluru Urban,560078,Printing / Packaging,Manufacturing,DORMANT,99,4,FACTORY|GST|KSPCB|SHOP,2026-04-21,2023-10-12,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00299
KA-BLRU-560100-000300,Varun Systems Solutions,"No 165, D Near Bus Stop, Electronic City, Bengaluru Urban, Karnataka - 560100",Bengaluru Urban,560100,Electronics Assembly,Manufacturing,ACTIVE,87,5,FACTORY|GST|KSPCB|SHOP|UDYAM,2026-05-04,2025-10-09,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00300
KA-BLRU-560064-000301,Vijaya Fashions Pvt Ltd,"No 216, C Main Road, Yelahanka, Bengaluru Urban, Karnataka - 560064",Bengaluru Urban,560064,Textile / Garments,Manufacturing,DORMANT,99,4,BBMP|GST|LABOUR|SHOP,2026-04-18,2024-10-24,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00301
KA-BLRU-560059-000302,Kaveri Wear Works,"No 12, A Sector, Rajajinagar Industrial Suburb, Bengaluru Urban, Karnataka - 560059",Bengaluru Urban,560059,Textile / Garments,Manufacturing,ACTIVE,99,4,GST|KSPCB|LABOUR|UDYAM,2026-04-02,2026-04-28,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00302
KA-MYS-570016-000303,Prakruthi Stores LLP,"No 202, Plot 2nd Main, Hebbal Industrial Area, Mysuru, Karnataka - 570016",Mysuru,570016,Logistics / Warehouse,Service,DORMANT,96,2,LABOUR|UDYAM,2026-03-12,2024-10-13,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00303
KA-BLRU-560078-000304,Naveen Kitchen Pvt Ltd,"No 268, D Industrial Layout, Jayanagar, Bengaluru Urban, Karnataka - 560078",Bengaluru Urban,560078,Restaurant / Cafe,Service,ACTIVE,72,2,BBMP|SHOP,2026-04-23,2026-02-28,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00304
KA-BLRU-560064-000305,Omkar Health Enterprises,"No 149, D Service Road, Yelahanka, Bengaluru Urban, Karnataka - 560064",Bengaluru Urban,560064,Pharmacy / Medical Retail,Retail,DORMANT,94,4,BBMP|GST|SHOP|UDYAM,2026-03-17,2024-04-17,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00305
KA-BLRU-560001-000306,Nandi Moulding Company,"No 170, B Near Bus Stop, MG Road, Bengaluru Urban, Karnataka - 560001",Bengaluru Urban,560001,Plastic Moulding,Manufacturing,DORMANT,99,5,FACTORY|GST|KSPCB|LABOUR|UDYAM,2026-03-19,2024-11-25,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00306
KA-BLRU-560102-000307,Udupi Cafe Pvt Ltd,"No 172, B Sector, HSR Layout, Bengaluru Urban, Karnataka - 560102",Bengaluru Urban,560102,Restaurant / Cafe,Service,ACTIVE,99,5,GST|KSPCB|LABOUR|SHOP|UDYAM,2026-04-24,2026-04-14,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00307
KA-BLRU-560058-000308,Sree Mold Traders,"No 17, 1st Cross, Peenya Industrial Area, Bengaluru Urban, Karnataka - 560058",Bengaluru Urban,560058,Plastic Moulding,Manufacturing,ACTIVE,84,2,GST|SHOP,2026-04-03,2025-05-08,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00308
KA-MYS-570016-000309,Harsha Pvt Ltd,"No 220, Extension, Hebbal Industrial Area, Mysuru, Karnataka - 570016",Mysuru,570016,Chemical Blending,Manufacturing,ACTIVE,77,3,FACTORY|GST|KSPCB,2026-05-04,2025-12-06,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00309
KA-TUM-572106-000310,Sree Tech Associates,"No 285, B Industrial Layout, Antharasanahalli Industrial Area, Tumakuru, Karnataka - 572106",Tumakuru,572106,Electronics Assembly,Manufacturing,ACTIVE,99,4,FACTORY|GST|KSPCB|LABOUR,2026-04-30,2026-04-05,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00310
KA-BLRU-560066-000311,Bangalore Industries LLP,"No 104, D Extension, Whitefield Main Road, Bengaluru Urban, Karnataka - 560066",Bengaluru Urban,560066,Machine Tools,Manufacturing,ACTIVE,99,5,BBMP|FACTORY|GST|KSPCB|UDYAM,2026-03-27,2025-11-07,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00311
KA-BLRU-560059-000312,Naveen Printers Solutions,"No 69, Extension, Rajajinagar Industrial Suburb, Bengaluru Urban, Karnataka - 560059",Bengaluru Urban,560059,Printing / Packaging,Manufacturing,DORMANT,82,4,BBMP|KSPCB|LABOUR|SHOP,2026-03-20,2024-01-13,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00312
KA-MYS-570018-000313,Nandi Foods Industries,"No 60, C Sector, Nanjangud Road, Mysuru, Karnataka - 570018",Mysuru,570018,Food Processing,Manufacturing,DORMANT,72,2,BBMP|FACTORY,2026-04-17,2025-04-24,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00313
KA-BLRU-560034-000314,Srinidhi Labels Company,"No 72, C 2nd Main, Koramangala, Bengaluru Urban, Karnataka - 560034",Bengaluru Urban,560034,Printing / Packaging,Manufacturing,ACTIVE,77,3,LABOUR|SHOP|UDYAM,2026-03-28,2026-01-17,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00314
KA-BLRU-560064-000315,Kaveri Coatings Solutions,"No 257, A Main Road, Yelahanka, Bengaluru Urban, Karnataka - 560064",Bengaluru Urban,560064,Chemical Blending,Manufacturing,ACTIVE,99,5,FACTORY|GST|KSPCB|LABOUR|UDYAM,2026-03-15,2026-01-17,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00315
KA-BLRU-560034-000316,Ganesh Coatings LLP,"No 159, Behind Metro, Koramangala, Bengaluru Urban, Karnataka - 560034",Bengaluru Urban,560034,Chemical Blending,Manufacturing,ACTIVE,89,3,FACTORY|KSPCB|LABOUR,2026-04-03,2026-02-21,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00316
KA-BLRU-560037-000317,Nisarga Labels Pvt Ltd,"No 288, Plot Main Road, Whitefield, Bengaluru Urban, Karnataka - 560037",Bengaluru Urban,560037,Printing / Packaging,Manufacturing,DORMANT,82,4,KSPCB|LABOUR|SHOP|UDYAM,2026-03-25,2024-08-10,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00317
KA-MYS-570016-000318,Lakshmi LLP,"No 177, C Service Road, Hebbal Industrial Area, Mysuru, Karnataka - 570016",Mysuru,570016,Logistics / Warehouse,Service,ACTIVE,99,3,GST|SHOP|UDYAM,2026-03-24,2025-11-14,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00318
KA-BLRU-560085-000319,Ganesh Medical Solutions,"No 213, Plot 1st Cross, Banashankari, Bengaluru Urban, Karnataka - 560085",Bengaluru Urban,560085,Pharmacy / Medical Retail,Retail,ACTIVE,99,5,BBMP|GST|LABOUR|SHOP|UDYAM,2026-03-06,2026-03-22,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00319
KA-BLRR-562110-000320,Navya Industrial Co,"No 203, D Extension, Devanahalli, Bengaluru Rural, Karnataka - 562110",Bengaluru Rural,562110,Chemical Blending,Manufacturing,ACTIVE,82,4,FACTORY|GST|KSPCB|LABOUR,2026-03-27,2025-12-25,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00320
KA-BLRU-560066-000321,Asha Packaging Enterprises,"No 150, A Sector, Whitefield Main Road, Bengaluru Urban, Karnataka - 560066",Bengaluru Urban,560066,Printing / Packaging,Manufacturing,ACTIVE,99,3,FACTORY|GST|SHOP,2026-03-30,2025-09-28,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00321
KA-MYS-570018-000322,Nisarga Circuits Enterprises,"No 239, C Extension, Nanjangud Road, Mysuru, Karnataka - 570018",Mysuru,570018,Electronics Assembly,Manufacturing,ACTIVE,87,5,FACTORY|GST|KSPCB|SHOP|UDYAM,2026-04-28,2025-07-21,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00322
KA-BLRU-560100-000323,Sree Enterprises,"No 132, B Service Road, Electronic City, Bengaluru Urban, Karnataka - 560100",Bengaluru Urban,560100,Chemical Blending,Manufacturing,ACTIVE,87,5,BBMP|FACTORY|GST|KSPCB|LABOUR,2026-04-28,2026-04-04,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00323
KA-BLRU-560078-000324,Varun Industries,"No 206, C Industrial Layout, Jayanagar, Bengaluru Urban, Karnataka - 560078",Bengaluru Urban,560078,Food Processing,Manufacturing,ACTIVE,82,4,FACTORY|GST|KSPCB|SHOP,2026-04-19,2026-04-02,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00324
KA-BLRU-560102-000325,Naveen Medical Solutions,"No 158, Extension, HSR Layout, Bengaluru Urban, Karnataka - 560102",Bengaluru Urban,560102,Pharmacy / Medical Retail,Retail,ACTIVE,87,5,BBMP|GST|LABOUR|SHOP|UDYAM,2026-03-27,2025-11-08,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00325
